nazwa,telefon,miasto,www,facebook,instagram,booksy,liczba_opinii,ocena,jakosc,status,notatki,maps_url
STUDIO WYCZESANI | Salon Fryzjerski Bełchatów | Fryzjer Damski i Męski | BARBER,602563279,Bełchatów,http://www.studiowyczesani.com/,,,,,4.9,,nowy,,https://www.google.com/maps/place/STUDIO+WYCZESANI+%7C+Salon+Fryzjerski+Be%C5%82chat%C3%B3w+%7C+Fryzjer+Damski+i+M%C4%99ski+%7C+BARBER/data=!4m7!3m6!1s0x471a190572471283:0xc94b5b572e4af20!8m2!3d51.3494377!4d19.3676038!16s%2Fg%2F11fvh433tb!19sChIJgxJHcgUZGkcRIK_kcrW1lAw?authuser=0&hl=pl&rclk=1
Egoist Salon fryzjerski,730338230,Bełchatów,http://salon-egoist.pl/,,,,97,4.8,,nowy,,https://www.google.com/maps/place/Egoist+Salon+fryzjerski/data=!4m7!3m6!1s0x471a19c55c6c6f59:0xd9c6bb0aef56bad6!8m2!3d51.3714785!4d19.3899896!16s%2Fg%2F11c5xr_5_2!19sChIJWW9sXMUZGkcR1rpW7wq7xtk?authuser=0&hl=pl&rclk=1
"Salon fryzjerski, U Szymona",605540666,Bełchatów,,,,,321,4.8,,nowy,,"https://www.google.com/maps/place/Salon+fryzjerski,+U+Szymona/data=!4m7!3m6!1s0x471a175f6390355d:0xa732a02402c8e8fc!8m2!3d51.3618249!4d19.3644056!16s%2Fg%2F11fy4c3t_5!19sChIJXTWQY18XGkcR_OjIAiSgMqc?authuser=0&hl=pl&rclk=1"
"Salon Fryzjerski ""Subtil"" Julita Świerczyńska",604391944,Bełchatów,,https://m.facebook.com/pages/category/Beauty-Salon/Fryzjerstwo-Kosmetyka-Subtil-406079676395867/?locale2=pl_PL,,,24,4.8,,nowy,,https://www.google.com/maps/place/Salon+Fryzjerski+%22Subtil%22+Julita+%C5%9Awierczy%C5%84ska/data=!4m7!3m6!1s0x471a19dc700cfa71:0xbf268b422ba43f55!8m2!3d51.3564761!4d19.3715766!16s%2Fg%2F11c54c46bm!19sChIJcfoMcNwZGkcRVT-kK0KLJr8?authuser=0&hl=pl&rclk=1
Pracownia Fryzjerska Adam Gródzyński,791898115,Bełchatów,,,,,63,4.7,,nowy,,https://www.google.com/maps/place/Pracownia+Fryzjerska+Adam+Gr%C3%B3dzy%C5%84ski/data=!4m7!3m6!1s0x471a19fb792c292d:0x3c3f18d7303d2b3b!8m2!3d51.3610487!4d19.3587386!16s%2Fg%2F11fkd500w4!19sChIJLSksefsZGkcROys9MNcYPzw?authuser=0&hl=pl&rclk=1
KAROLINA Salon Fryzjerski Damsko - Męski i Stylizacja Paznokci,731013004,Bełchatów,,,,,24,5.0,,nowy,,https://www.google.com/maps/place/KAROLINA+Salon+Fryzjerski+Damsko+-+M%C4%99ski+i+Stylizacja+Paznokci/data=!4m7!3m6!1s0x471a19624a489e13:0x138e6f2bb067dda9!8m2!3d51.3498367!4d19.3645131!16s%2Fg%2F11w3l2n97d!19sChIJE55ISmIZGkcRqd1nsCtvjhM?authuser=0&hl=pl&rclk=1
Salon Fryzjerski Męska Strefa,733333286,Tomaszów Mazowiecki,,,https://www.instagram.com/meska_strefa_salon_fryzjerski?igsh=Y3h3aWZ4c2VsOW1t,,98,5.0,,nowy,,https://www.google.com/maps/place/Salon+Fryzjerski+M%C4%99ska+Strefa/data=!4m7!3m6!1s0x4719858e770d6597:0x593ec4f95ead3459!8m2!3d51.538729!4d20.010542!16s%2Fg%2F11zjxbgwhh!19sChIJl2UNd46FGUcRWTStXvnEPlk?authuser=0&hl=pl&rclk=1
Salon fryzjerski J.Ostrowski,513255258,Tomaszów Mazowiecki,,,,,261,4.8,,nowy,,https://www.google.com/maps/place/Salon+fryzjerski+J.Ostrowski/data=!4m7!3m6!1s0x4719852bf80edeff:0xf1ea6dedf67530ac!8m2!3d51.5304664!4d20.0154844!16s%2Fg%2F11bzyxsdyy!19sChIJ_94O-CuFGUcRrDB19u1t6vE?authuser=0&hl=pl&rclk=1
Barber Shop FRYZ,720844420,Tomaszów Mazowiecki,,https://www.facebook.com/salonfryzjerskifryz/,,,340,4.8,,nowy,,https://www.google.com/maps/place/Barber+Shop+FRYZ/data=!4m7!3m6!1s0x471984d9921872f9:0x5f33d65301b93f29!8m2!3d51.5414556!4d20.0117833!16s%2Fg%2F11gbld_t5s!19sChIJ-XIYktmEGUcRKT-5AVPWM18?authuser=0&hl=pl&rclk=1
"Studio Fryzur ""KREATOR"" Konrad Mikosiński",577669187,Tomaszów Mazowiecki,,,,,69,4.9,,nowy,,https://www.google.com/maps/place/Studio+Fryzur+%22KREATOR%22+Konrad+Mikosi%C5%84ski/data=!4m7!3m6!1s0x4719852cd1c35251:0xe15174d5079c777d!8m2!3d51.529182!4d20.010496!16s%2Fg%2F11j6c4_75c!19sChIJUVLD0SyFGUcRfXecB9V0UeE?authuser=0&hl=pl&rclk=1
Fryzjerstwo Męskie Michał Wójcik,792458545,Tomaszów Mazowiecki,,,,,88,4.7,,nowy,,https://www.google.com/maps/place/Fryzjerstwo+M%C4%99skie+Micha%C5%82+W%C3%B3jcik/data=!4m7!3m6!1s0x47199acd4a684a33:0xd50ae1829483aa7a!8m2!3d51.523169!4d20.017971!16s%2Fg%2F11dxj025vh!19sChIJM0poSs2aGUcReqqDlILhCtU?authuser=0&hl=pl&rclk=1
Salon Brodaczy Barber Shop,502555743,Tomaszów Mazowiecki,,,,,138,4.9,,nowy,,https://www.google.com/maps/place/Salon+Brodaczy+Barber+Shop/data=!4m7!3m6!1s0x47198564fe71ce43:0xb3e660c8ca318d86!8m2!3d51.5435898!4d20.0086981!16s%2Fg%2F11fnxtcfkf!19sChIJQ85x_mSFGUcRho0xyshg5rM?authuser=0&hl=pl&rclk=1
