nazwa,telefon,miasto,www,facebook,instagram,booksy,liczba_opinii,ocena,jakosc,status,notatki,maps_url
Ocean Piękna Joanna Baran,694990989,Piotrków Trybunalski,http://oceanpiekna.pl/,https://www.facebook.com/oceanpiotrkow,,,11,5.0,5,nowy,"Własna strona, aktywny FB, 11 opinii 5.0.",https://www.google.com/maps/place/Ocean+Pi%C4%99kna+Joanna+Baran/data=!4m7!3m6!1s0x47198b6b7ef12f85:0xf7e52beb8012dc12!8m2!3d51.4100032!4d19.7076939!16s%2Fg%2F11j301srk8!19sChIJhS_xfmuLGUcREtwSgOsr5fc?authuser=0&hl=pl&rclk=1
Premium Effect Emilia Krawczyk,509260356,Piotrków Trybunalski,http://www.premiumeffect.pl/,https://www.facebook.com/premiumeffect/,,,3,5.0,5,nowy,"Własna strona (działa też w Gdańsku), aktywny FB, 3 opinie 5.0.",https://www.google.com/maps/place/Premium+Effect+Emilia+Krawczyk/data=!4m7!3m6!1s0x471a218580b5daa5:0xd47e1f9d9e67b87f!8m2!3d51.4085641!4d19.6636321!16s%2Fg%2F11frssc_f8!19sChIJpdq1gIUhGkcRf7hnnp0fftQ?authuser=0&hl=pl&rclk=1
Permanent Iryna Hoshko,579232147,Piotrków Trybunalski,,https://www.facebook.com/makijaz.permanentny.piotrkow/,https://www.instagram.com/hoshko.iryna.permanent/,,72,5.0,4,nowy,"Brak własnej strony, bardzo aktywna: FB (13 130 lików!) + IG (1179 obserwujących), 72 opinie Google 5.0 - TOP LEAD.",https://www.google.com/maps/place/Permanent+Iryna+Hoshko/data=!4m7!3m6!1s0x47198bbc21e1ca59:0xc4718ec8e0a5fc17!8m2!3d51.4081308!4d19.6949523!16s%2Fg%2F11sdcclf5j!19sChIJWcrhIbyLGUcRF_yl4MiOccQ?authuser=0&hl=pl&rclk=1
"""Maestria"" Przystań Relaksu Anna Stelmach Piotrków Trybunalski",791519453,Piotrków Trybunalski,,https://www.facebook.com/studiokosmetycznemaestria/,,https://booksy.com/pl-pl/149357_maestria-przystan-relaksu-anna-stelmach_salon-kosmetyczny_25202_piotrkow-trybunalski,58,4.5,4,nowy,"Brak własnej strony, FB + Booksy, 58 opinii 4.5 (dwie lokalizacje w mieście).",https://www.google.com/maps/place/%22Maestria%22+Przysta%C5%84+Relaksu+Anna+Stelmach+Piotrk%C3%B3w+Trybunalski/data=!4m7!3m6!1s0x47198b5564f934b7:0x9a21a634d8136dee!8m2!3d51.4071369!4d19.6855164!16s%2Fg%2F11tcch7rjh!19sChIJtzT5ZFWLGUcR7m0T2DSmIZo?authuser=0&hl=pl&rclk=1
GABINET PODOLOGII I KOSMETOLOGII MAGDALENA ROJEWSKA,609698869,Piotrków Trybunalski,,https://www.facebook.com/gabinetrojewska/,,,47,4.6,4,nowy,"Brak własnej strony, aktywny FB (1076 lików), 47 opinii 4.6, działa od 2012.",https://www.google.com/maps/place/GABINET+PODOLOGII+I+KOSMETOLOGII+MAGDALENA+ROJEWSKA/data=!4m7!3m6!1s0x47198a98c2ace567:0x72719af0a927d5b4!8m2!3d51.4070454!4d19.6799928!16s%2Fg%2F11xk5_jt5!19sChIJZ-WswpiKGUcRtNUnqfCacXI?authuser=0&hl=pl&rclk=1
Lash Room & Beauty by Paula,507635491,Piotrków Trybunalski,,https://www.facebook.com/lashroombypaula/,,,40,5.0,4,nowy,"Brak własnej strony, bardzo aktywny FB (2541 lików), 40 opinii 5.0.",https://www.google.com/maps/place/Lash+Room+%26+Beauty+by+Paula/data=!4m7!3m6!1s0x47198bdc6d8b02ef:0x239443bdc7b15f97!8m2!3d51.4072226!4d19.6905252!16s%2Fg%2F11h_2g465z!19sChIJ7wKLbdyLGUcRl1-xx71DlCM?authuser=0&hl=pl&rclk=1
ZACISZE FIZJOTERAPIA & KOSMETOLOGIA,531890540,Piotrków Trybunalski,,https://www.facebook.com/p/Zacisze-Fizjoterapia-Kosmetologia-100083033753804/,https://www.instagram.com/zacisze.piekna.wielowies/,https://booksy.com/pl-pl/151011_zacisze_salon-kosmetyczny_25202_piotrkow-trybunalski,26,5.0,4,nowy,"Brak własnej strony, aktywna: FB+IG+Booksy, 26 opinii 5.0.",https://www.google.com/maps/place/ZACISZE+FIZJOTERAPIA+%26+KOSMETOLOGIA/data=!4m7!3m6!1s0x47198b60a4eeb2e1:0x6c142208a8b9b497!8m2!3d51.4040022!4d19.7135871!16s%2Fg%2F11s1s6s079!19sChIJ4bLupGCLGUcRl7S5qAgiFGw?authuser=0&hl=pl&rclk=1
EwcziMakeup Ewa Kafar,514757341,Piotrków Trybunalski,,https://www.facebook.com/ewczimakeup/,https://www.instagram.com/ewczimakeup/,,24,4.8,4,nowy,"Brak własnej strony, aktywna: FB(1394 lików)+IG, 24 opinie 4.8.",https://www.google.com/maps/place/EwcziMakeup+Ewa+Kafar/data=!4m7!3m6!1s0x47198d23f5beab21:0x2afaac04a939c257!8m2!3d51.403209!4d19.6933029!16s%2Fg%2F11trpcq7kj!19sChIJIau-9SONGUcRV8I5qQSs-io?authuser=0&hl=pl&rclk=1
Odnowa Salon Kosmetyczny Katarzyna Nadolska,789586411,Piotrków Trybunalski,,https://www.facebook.com/p/Odnowa-Salon-Kosmetyczny-Katarzyna-Nadolska-100037915286324/,https://www.instagram.com/salon_kosmetyczny_odnowa/,http://odnowasalonkosmetycznykatarzynanadolska.booksy.com/a/,23,5.0,4,nowy,"Brak własnej strony, bardzo aktywna: FB(891 lików)+IG+Booksy(124 opinie 5.0 na Booksy), 23 opinie Google 5.0.",https://www.google.com/maps/place/Odnowa+Salon+Kosmetyczny+Katarzyna+Nadolska/data=!4m7!3m6!1s0x47198b6031d7e057:0x1f654482727a3e94!8m2!3d51.4030752!4d19.696088!16s%2Fg%2F11vlwydsqc!19sChIJV-DXMWCLGUcRlD56coJEZR8?authuser=0&hl=pl&rclk=1
oczaruj kosmetologia estetyczna,512664055,Piotrków Trybunalski,,https://www.facebook.com/p/Oczaruj-Kosmetologia-Estetyczna-100063685058308/,https://www.instagram.com/oczaruj.kosmetologiaestetyczna/,,19,4.9,4,nowy,"Brak własnej strony, bardzo aktywny FB (2854 lików) i IG, 19 opinii 4.9.",https://www.google.com/maps/place/oczaruj+kosmetologia+estetyczna/data=!4m7!3m6!1s0x47198bb9bce4a87b:0xfd92a4eb6e99991f!8m2!3d51.4100032!4d19.7076939!16s%2Fg%2F11jn25_9x7!19sChIJe6jkvLmLGUcRH5mZbuukkv0?authuser=0&hl=pl&rclk=1
Unikat studio urody- Stylizacja paznokci Iza Galicka,,Piotrków Trybunalski,,https://www.facebook.com/stylizacjapaznokcibyIzabelaDendek/,,,19,5.0,4,nowy,"Brak własnej strony, bardzo aktywny FB (2269 lików), 19 opinii 5.0, brak numeru telefonu w wizytówce.",https://www.google.com/maps/place/Unikat+studio+urody-+Stylizacja+paznokci+Iza+Galicka/data=!4m7!3m6!1s0x47198bba3fbd9e89:0x4f0284d3e0aa91d5!8m2!3d51.4014758!4d19.6928373!16s%2Fg%2F11jw6fswj5!19sChIJiZ69P7qLGUcR1ZGq4NOEAk8?authuser=0&hl=pl&rclk=1
Glow Up! Aleksandra Rusin - Salon Kosmetyczny Piotrków,572485642,Piotrków Trybunalski,,https://www.facebook.com/p/Glow-Up-Aleksandra-Rusin-61564002286122/,,https://booksy.com/pl-pl/265382_glow-up-aleksandra-rusin_salon-kosmetyczny_25202_piotrkow-trybunalski,17,4.9,4,nowy,"Brak własnej strony, aktywny FB, obecna na Booksy, 17 opinii 4.9.",https://www.google.com/maps/place/Glow+Up!+Aleksandra+Rusin+-+Salon+Kosmetyczny+Piotrk%C3%B3w/data=!4m7!3m6!1s0x47198b839ae43677:0x459721c178a10ca!8m2!3d51.4063605!4d19.6808628!16s%2Fg%2F11wvmr6gkl!19sChIJdzbkmoOLGUcRyhCKFxxyWQQ?authuser=0&hl=pl&rclk=1
Urszula Krawczyk Beauty | Szkolenia | PMU | Brwi | Rzęsy,500052620,Piotrków Trybunalski,,https://www.facebook.com/p/Akademia-Urody-100076468440195/,,https://booksy.com/pl-pl/114951_urszula-krawczyk-beauty_salon-kosmetyczny_25202_piotrkow-trybunalski,15,4.7,4,nowy,"Brak własnej strony, aktywny FB (jako Akademia Urody) + Booksy, 15 opinii 4.7.",https://www.google.com/maps/place/Urszula+Krawczyk+Beauty+%7C+Szkolenia+%7C+PMU+%7C+Brwi+%7C+Rz%C4%99sy/data=!4m7!3m6!1s0x47198b5a80ecfb91:0x5c4094c4f698c439!8m2!3d51.407156!4d19.682876!16s%2Fg%2F11sqb756lg!19sChIJkfvsgFqLGUcROcSY9sSUQFw?authuser=0&hl=pl&rclk=1
Salon Holistic Beauty Monika Pałubska,510154735,Piotrków Trybunalski,,https://www.facebook.com/p/Holistic-Beauty-Monika-Pa%C5%82ubska-100084019537480/,https://www.instagram.com/holistic.beauty_monikapalubska/,,14,5.0,4,nowy,"Brak własnej strony, aktywna: FB+IG, 14 opinii 5.0.",https://www.google.com/maps/place/Salon+Holistic+Beauty+Monika+Pa%C5%82ubska/data=!4m7!3m6!1s0x47198bd6d6ec5539:0x6ecf91baa75b1833!8m2!3d51.4104349!4d19.6856715!16s%2Fg%2F11k435g98m!19sChIJOVXs1taLGUcRMxhbp7qRz24?authuser=0&hl=pl&rclk=1
Cosmetology Avenue Monika Pabich,511683488,Piotrków Trybunalski,,https://www.facebook.com/CosmetologyAvenue,,https://booksy.com/pl-pl/169403_cosmetology-avenue-monika-pabich_medycyna-estetyczna_25202_piotrkow-trybunalski,13,5.0,4,nowy,"Brak własnej strony, aktywny FB, obecna na Booksy, 13 opinii 5.0.",https://www.google.com/maps/place/Cosmetology+Avenue+Monika+Pabich/data=!4m7!3m6!1s0x47198b14372f4291:0x425f10bbc9b1df76!8m2!3d51.4091477!4d19.6785277!16s%2Fg%2F11tn07b8yp!19sChIJkUIvNxSLGUcRdt-xybsQX0I?authuser=0&hl=pl&rclk=1
Sylwia Kierlik Make Up & Ink,500601152,Piotrków Trybunalski,,https://www.facebook.com/SylwiaKierlikMakeUp/,https://www.instagram.com/sylwiakierlik_makeup_ink/,,10,5.0,4,nowy,"Brak własnej strony, aktywna: FB(1141 lików)+IG, 10 opinii 5.0.",https://www.google.com/maps/place/Sylwia+Kierlik+Make+Up+%26+Ink/data=!4m7!3m6!1s0x47198bb492b20347:0x874832d92de2b3e0!8m2!3d51.4074934!4d19.6836488!16s%2Fg%2F11y1ht3xpt!19sChIJRwOykrSLGUcR4LPiLdkySIc?authuser=0&hl=pl&rclk=1
Pure Beauty - Zuzanna Proskura,784301520,Piotrków Trybunalski,,https://www.facebook.com/p/Pure-Beauty-Zuzanna-Proskura-61571742327111/,https://www.instagram.com/purebeauty_zuzannaproskura/,https://booksy.com/pl-pl/309814_pure-beauty-zuzanna-proskura_brwi-i-rzesy_25202_piotrkow-trybunalski,8,5.0,4,nowy,"Brak własnej strony, aktywny FB + obecna na Booksy, 8 opinii 5.0 (młoda firma).",https://www.google.com/maps/place/Pure+Beauty+-+Zuzanna+Proskura/data=!4m7!3m6!1s0x47198b442b79bc75:0xae65e2d173cc8f8!8m2!3d51.4120074!4d19.6723773!16s%2Fg%2F11y_pxl8tq!19sChIJdbx5K0SLGUcR-Mg8Fy1e5go?authuser=0&hl=pl&rclk=1
Zajączkowska Kosmetolog,669967772,Piotrków Trybunalski,,,,http://zajaczkowskakosmetolog.booksy.com/,8,4.5,4,nowy,"Brak własnej strony, bardzo aktywna na Booksy (263 opinie na Booksy, 5.0), 8 opinii Google 4.5, nie znaleziono FB/IG.",https://www.google.com/maps/place/Zaj%C4%85czkowska+Kosmetolog/data=!4m7!3m6!1s0x47198bd5de06ad7f:0x37d3cbb11c686b!8m2!3d51.4070723!4d19.681421!16s%2Fg%2F11k7lntqlj!19sChIJf60G3tWLGUcRa2gcscvTNwA?authuser=0&hl=pl&rclk=1
Strefa Piękna,519829988,Piotrków Trybunalski,,https://www.facebook.com/strefapieknapiotrkow/,,http://strefapiekna250.booksy.com/,,,4,nowy,"Brak własnej strony, aktywny FB + Booksy (96 opinii 5.0 na Booksy), liczba opinii Google niedostępna w scrapie.",https://www.google.com/maps/place/Strefa+Pi%C4%99kna/data=!4m7!3m6!1s0x47198ba3b8d312cb:0x92c06e51f42c7c06!8m2!3d51.4083506!4d19.6968283!16s%2Fg%2F11kbb28wcp!19sChIJyxLTuKOLGUcRBnws9FFuwJI?authuser=0&hl=pl&rclk=1
Piękne Sztuki Stylizacja & Mani,575294571,Piotrków Trybunalski,,https://www.facebook.com/pieknesztukistylizacjapaznokci/,,,21,4.8,3,nowy,"Brak własnej strony, aktywny FB, 21 opinii 4.8.",https://www.google.com/maps/place/Pi%C4%99kne+Sztuki+Stylizacja+%26+Mani/data=!4m7!3m6!1s0x471a2134ec9e755f:0x8265e887db9e1b87!8m2!3d51.4108408!4d19.6608647!16s%2Fg%2F11sb01cp7g!19sChIJX3We7DQhGkcRhxue24foZYI?authuser=0&hl=pl&rclk=1
TATEI BEAUTY Patrycja Gwarda,570966820,Piotrków Trybunalski,,,https://www.instagram.com/tateibeauty/,,15,5.0,3,nowy,"Brak własnej strony, aktywny Instagram (714 obserwujących), 15 opinii 5.0.",https://www.google.com/maps/place/TATEI+BEAUTY+Patrycja+Gwarda/data=!4m7!3m6!1s0x47198b664a16f7ef:0x909b54213d3b972c!8m2!3d51.4014664!4d19.6928438!16s%2Fg%2F11wnv_w_wb!19sChIJ7_cWSmaLGUcRLJc7PSFUm5A?authuser=0&hl=pl&rclk=1
4Beauty Salon Fryzjersko - Kosmetyczny,576570971,Piotrków Trybunalski,,https://www.facebook.com/4BeautySalonFryzjerskoKosmetyczny/,,,14,5.0,3,nowy,"Brak własnej strony, aktywny FB, ale niewiele opinii (14, 5.0) i brak Booksy.",https://www.google.com/maps/place/4Beauty+Salon+Fryzjersko+-+Kosmetyczny/data=!4m7!3m6!1s0x47198bfd4f1a95f5:0xaa14120c89fa1e82!8m2!3d51.4115374!4d19.6731551!16s%2Fg%2F11jdzfhr3y!19sChIJ9ZUaT_2LGUcRgh76iQwSFKo?authuser=0&hl=pl&rclk=1
"Quality, salon stylizacji rzęs i brwi Patrycja Błaszkowska-Pietraszek",691363251,Piotrków Trybunalski,,https://www.facebook.com/people/Quality-salon-stylizacji-rz%C4%99s-i-brwi/100091555061949/,,,13,5.0,3,nowy,"Brak własnej strony, obecny FB, 13 opinii 5.0.","https://www.google.com/maps/place/Quality,+salon+stylizacji+rz%C4%99s+i+brwi+Patrycja+B%C5%82aszkowska-Pietraszek/data=!4m7!3m6!1s0x47198b251f915169:0x6c3e5b315a38de73!8m2!3d51.4142716!4d19.6804235!16s%2Fg%2F11vj2rm4gp!19sChIJaVGRHyWLGUcRc944WjFbPmw?authuser=0&hl=pl&rclk=1"
So Nails by Oliwia Szmalec,797451585,Piotrków Trybunalski,,https://www.facebook.com/people/So-Nails-by-Oliwia-Szmalec/61557883476762/,,,11,5.0,3,nowy,"Brak własnej strony, aktywny FB (269 lików) i TikTok, 11 opinii 5.0.",https://www.google.com/maps/place/So+Nails+by+Oliwia+Szmalec/data=!4m7!3m6!1s0x471a2125d061f9ed:0xde2c0fb5c8e5cc8!8m2!3d51.4130363!4d19.6779251!16s%2Fg%2F11y44y2vz4!19sChIJ7flh0CUhGkcRyFyOXPvA4g0?authuser=0&hl=pl&rclk=1
Divine Studio - Kinga Grzywacz,796010021,Piotrków Trybunalski,,,https://www.instagram.com/divine.studio_k.grzywacz/,,10,5.0,3,nowy,"Brak własnej strony, obecna na Instagramie, 10 opinii 5.0, brak potwierdzonego FB/Booksy.",https://www.google.com/maps/place/Divine+Studio+-+Kinga+Grzywacz/data=!4m7!3m6!1s0x47198b83e0c487a5:0x89755a1c79f12cf9!8m2!3d51.4094852!4d19.6953827!16s%2Fg%2F11yxblzlwd!19sChIJpYfE4IOLGUcR-SzxeRxadYk?authuser=0&hl=pl&rclk=1
"Just Beauty - studio kosmetyczne, szkolenia paznokcie",602835692,Piotrków Trybunalski,,https://www.facebook.com/people/Just-Beauty-studio-kosmetyczne/100075979477095/,,,5,5.0,3,nowy,"Brak własnej strony, aktywny FB, 5 opinii 5.0 (młoda firma).","https://www.google.com/maps/place/Just+Beauty+-+studio+kosmetyczne,+szkolenia+paznokcie/data=!4m7!3m6!1s0x47198ba49a914bf3:0xb7b0300b2335d517!8m2!3d51.4116942!4d19.6900666!16s%2Fg%2F11s7vycnlk!19sChIJ80uRmqSLGUcRF9U1IwswsLc?authuser=0&hl=pl&rclk=1"
ForSkin Kinga Dec,784725299,Piotrków Trybunalski,,,,https://forskinkingadec.booksy.com/,4,5.0,3,nowy,"Brak własnej strony, obecna na Booksy, ale tylko 4 opinie 5.0, nie znaleziono FB/IG.",https://www.google.com/maps/place/ForSkin+Kinga+Dec/data=!4m7!3m6!1s0x630e27283e01cf47:0x9cf3fe65753b514e!8m2!3d51.4119368!4d19.6696913!16s%2Fg%2F11nk532tcn!19sChIJR88BPignDmMRTlE7dWX-85w?authuser=0&hl=pl&rclk=1
BeautyLab by JustynaMarecka,730930524,Piotrków Trybunalski,,https://www.facebook.com/p/Beauty-Lab-By-Justyna-Marecka-61565054100061/,https://www.instagram.com/beautylabbyjustynamarecka/,,2,5.0,3,nowy,"Brak własnej strony, aktywny FB+IG, ale młoda firma - tylko 2 opinie 5.0.",https://www.google.com/maps/place/BeautyLab+by+JustynaMarecka/data=!4m7!3m6!1s0x47198b46d9b828cf:0xaf249e1757a419bf!8m2!3d51.4104349!4d19.6856715!16s%2Fg%2F11wmvy3vpf!19sChIJzyi42UaLGUcRvxmkVxeeJK8?authuser=0&hl=pl&rclk=1
Studio kosmetyczne Kokietka,,Piotrków Trybunalski,,https://www.facebook.com/share/18TofH4XcE/?mibextid=wwXIfr,,,55,5.0,2,nowy,"Uzupełniony profil Google (55 opinii, 5.0), brak potwierdzonych social media, brak numeru telefonu w wizytówce.",https://www.google.com/maps/place/Studio+kosmetyczne+Kokietka/data=!4m7!3m6!1s0x47198b34129e2e29:0xa67d0410791a77c!8m2!3d51.4079473!4d19.6985842!16s%2Fg%2F11z4yz7z99!19sChIJKS6eEjSLGUcRfKeRB0HQZwo?authuser=0&hl=pl&rclk=1
Oliwkowe stylizacje,575777283,Piotrków Trybunalski,,,,,35,5.0,2,nowy,"Uzupełniony profil Google (35 opinii, 5.0), nie znaleziono FB/IG/Booksy.",https://www.google.com/maps/place/Oliwkowe+stylizacje/data=!4m7!3m6!1s0x47198b23ce40d851:0x4c55176d694cdacf!8m2!3d51.4015742!4d19.6923687!16s%2Fg%2F11z5wjr3zc!19sChIJUdhAziOLGUcRz9pMaW0XVUw?authuser=0&hl=pl&rclk=1
Czarny Motyl Beauty,516515793,Piotrków Trybunalski,,,,,23,5.0,2,nowy,"Uzupełniony profil Google (23 opinie, 5.0), nie znaleziono FB/IG/Booksy.",https://www.google.com/maps/place/Czarny+Motyl+Beauty/data=!4m7!3m6!1s0x47198b52659159a3:0x42f233f58c4cf3fa!8m2!3d51.408131!4d19.6878889!16s%2Fg%2F11xdzthvsc!19sChIJo1mRZVKLGUcR-vNMjPUz8kI?authuser=0&hl=pl&rclk=1
No i Pięknie!,515748674,Piotrków Trybunalski,,https://www.facebook.com/Stylizacja.paznokci.Kasia.Sz,,,11,5.0,2,nowy,"Uzupełniony profil Google (11 opinii, 5.0), nie znaleziono potwierdzonego FB/IG/Booksy dla lokalizacji Piotrków.",https://www.google.com/maps/place/No+i+Pi%C4%99knie!/data=!4m7!3m6!1s0x47198bd5df113127:0x836569c9e92fa141!8m2!3d51.4099758!4d19.6773163!16s%2Fg%2F11rck7_9b9!19sChIJJzER39WLGUcRQaEv6clpZYM?authuser=0&hl=pl&rclk=1
