nazwa,telefon,miasto,www,facebook,instagram,booksy,liczba_opinii,ocena,jakosc,status,notatki,maps_url
"Studio beauty""NP"" Nataliia Pryimak",576094566,Tomaszów Mazowiecki,,https://www.facebook.com/p/Studio-beauty-NP-by-Nataliia-Pryimak-100090139445083/,https://www.instagram.com/np_studio_beauty/,https://booksy.com/pl-pl/226490_studio-beauty-np-nataliia-pryimak_paznokcie_25178_tomaszow-mazowiecki,50,4.8,4,nowy,"Brak własnej strony, aktywna: FB+IG+Booksy, 50 opinii Google 4.8 - dobry lead.",https://www.google.com/maps/place/Studio+beauty%22NP%22+Nataliia+Pryimak/data=!4m7!3m6!1s0x4719850032529049:0x1c53463ae09590cd!8m2!3d51.5326237!4d20.0075054!16s%2Fg%2F11vrn2pm_w!19sChIJSZBSMgCFGUcRzZCV4DpGUxw?authuser=0&hl=pl&rclk=1
Beautyka Centrum Urody,732880883,Tomaszów Mazowiecki,,https://www.facebook.com/beautykacentrumurody/,,https://booksy.com/pl-pl/70133_beautyka-centrum-urody_paznokcie_25178_tomaszow-mazowiecki#ba_s=seo,35,5.0,4,nowy,"Brak własnej strony, aktywna: FB+Booksy, 35 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Beautyka+Centrum+Urody/data=!4m7!3m6!1s0x471985818a351e3b:0xb143f33b10b9d723!8m2!3d51.5432942!4d20.0311893!16s%2Fg%2F11fvsp6rj_!19sChIJOx41ioGFGUcRI9e5EDvzQ7E?authuser=0&hl=pl&rclk=1
TA OD MANI Karolina Jochan,534477322,Tomaszów Mazowiecki,,http://facebook.com/lejdistomaszow,,,33,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 33 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/TA+OD+MANI+Karolina+Jochan/data=!4m7!3m6!1s0x4719852a642c4b0d:0xc7a9867d7bda1!8m2!3d51.5225495!4d20.0116498!16s%2Fg%2F11j00p4hby!19sChIJDUssZCqFGUcRob3XZ5h6DAA?authuser=0&hl=pl&rclk=1
Studio Sylwia Kaszczyk Maluje,695604005,Tomaszów Mazowiecki,,,https://www.instagram.com/sylwiakaszczykmaluje/,,29,5.0,4,nowy,"Brak własnej strony, aktywna: IG, 29 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Studio+Sylwia+Kaszczyk+Maluje/data=!4m7!3m6!1s0xa0700e3f4a1976c3:0x4424303c08312676!8m2!3d51.5431457!4d20.0311077!16s%2Fg%2F11vycd_b32!19sChIJw3YZSj8OcKARdiYxCDwwJEQ?authuser=0&hl=pl&rclk=1
Centrum Urody Izabela Osenka,447240502,Tomaszów Mazowiecki,,https://www.facebook.com/p/Centrum-Urody-Izabela-Osenka-100063484962925/,https://www.instagram.com/centrum.urody.izabela.osenka/,,23,4.5,4,nowy,"Brak własnej strony, aktywna: FB+IG, 23 opinii Google 4.5 - dobry lead.",https://www.google.com/maps/place/Centrum+Urody+Izabela+Osenka/data=!4m7!3m6!1s0x471985258b15c7dd:0xd2a6c2f6edd094ed!8m2!3d51.5303991!4d20.005861!16s%2Fg%2F11h0vq2x_h!19sChIJ3ccViyWFGUcR7ZTQ7fbCptI?authuser=0&hl=pl&rclk=1
Strefa Piękna Paulina Jakóbczyk,798023330,Tomaszów Mazowiecki,,https://www.facebook.com/share/1BH4fiew7Y/?mibextid=wwXIfr,,,19,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 19 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Strefa+Pi%C4%99kna+Paulina+Jak%C3%B3bczyk/data=!4m7!3m6!1s0x47198596992ce751:0xd6deb6bf8210b223!8m2!3d51.5333303!4d19.9998436!16s%2Fg%2F11r_x74bdb!19sChIJUecsmZaFGUcRI7IQgr-23tY?authuser=0&hl=pl&rclk=1
Beauty Lab,728719336,Tomaszów Mazowiecki,,https://www.facebook.com/profile.php?id=61558468385095,,,16,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Beauty+Lab/data=!4m7!3m6!1s0x471985bd78e3fc55:0x81f96fd83799dd3!8m2!3d51.530792!4d20.004132!16s%2Fg%2F11vz6l5x4k!19sChIJVfzjeL2FGUcR0515g_2WHwg?authuser=0&hl=pl&rclk=1
BEAUTY SPOT Aneta Wasilewska,507804704,Tomaszów Mazowiecki,,https://www.facebook.com/profile.php?id=100063738663463,,,16,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/BEAUTY+SPOT+Aneta+Wasilewska/data=!4m7!3m6!1s0x471985f9660964af:0x92eba33e42c9ce02!8m2!3d51.5452068!4d20.0248159!16s%2Fg%2F11kskytgyj!19sChIJr2QJZvmFGUcRAs7JQj6j65I?authuser=0&hl=pl&rclk=1
Studio Stylizacji Pomalovane,503162667,Tomaszów Mazowiecki,,https://www.facebook.com/studiostylizacjipomalovane/,,,16,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 16 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Studio+Stylizacji+Pomalovane/data=!4m7!3m6!1s0x4719852112d0e77b:0x842f4b90525a6883!8m2!3d51.5300368!4d20.0095318!16s%2Fg%2F11jwm2mq06!19sChIJe-fQEiGFGUcRg2haUpBLL4Q?authuser=0&hl=pl&rclk=1
Salon kosmetyczny - Renata,447250202,Tomaszów Mazowiecki,,https://www.facebook.com/salonkosmetycznyrenata,,,15,4.1,4,nowy,"Brak własnej strony, aktywna: FB, 15 opinii Google 4.1 - dobry lead.",https://www.google.com/maps/place/Salon+kosmetyczny+-+Renata/data=!4m7!3m6!1s0x47198524afa07341:0x6a211ca051635536!8m2!3d51.5287828!4d19.9972444!16s%2Fg%2F1td46qf_!19sChIJQXOgrySFGUcRNlVjUaAcIWo?authuser=0&hl=pl&rclk=1
Beauty Room by Marta Trela,606369055,Tomaszów Mazowiecki,,https://www.facebook.com/share/12Hs8Geg6WA/?mibextid=wwXIfr,,,15,5.0,4,nowy,"Brak własnej strony, aktywna: FB, 15 opinii Google 5.0 - dobry lead.",https://www.google.com/maps/place/Beauty+Room+by+Marta+Trela/data=!4m7!3m6!1s0x471985eedcd0203f:0x2860dcc27b566dd8!8m2!3d51.5230637!4d20.0169368!16s%2Fg%2F11mcq5sjsr!19sChIJPyDQ3O6FGUcR2G1We8LcYCg?authuser=0&hl=pl&rclk=1
Świat Piękna Salon Kosmetyczny,509092005,Tomaszów Mazowiecki,,https://www.facebook.com/p/%C5%9Awiat-Pi%C4%99kna-Salon-Kosmetyczny-100088196273701/,,,11,4.9,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (11 opinii 4.9).",https://www.google.com/maps/place/%C5%9Awiat+Pi%C4%99kna+Salon+Kosmetyczny/data=!4m7!3m6!1s0x471985a57663c675:0xe8f28b1372d96fe0!8m2!3d51.5329101!4d20.0087689!16s%2Fg%2F11k3vzbll5!19sChIJdcZjdqWFGUcR4G_ZchOL8ug?authuser=0&hl=pl&rclk=1
Harmonia Gabinet Kosmetologiczny Małgorzata Kozłowska,535932657,Tomaszów Mazowiecki,,https://www.facebook.com/lovebeautygabinet,,,11,4.6,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (11 opinii 4.6).",https://www.google.com/maps/place/Harmonia+Gabinet+Kosmetologiczny+Ma%C5%82gorzata+Koz%C5%82owska/data=!4m7!3m6!1s0x4719855d3738e5c3:0xf613b4262e5a715c!8m2!3d51.5358169!4d20.0097613!16s%2Fg%2F11k48mmwkn!19sChIJw-U4N12FGUcRXHFaLia0E_Y?authuser=0&hl=pl&rclk=1
Salon urody Kopacz Beauty,500316941,Tomaszów Mazowiecki,,https://www.facebook.com/KopaczBeauty,,,10,4.8,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 4.8).",https://www.google.com/maps/place/Salon+urody+Kopacz+Beauty/data=!4m7!3m6!1s0x47198552202931db:0x3309aeabda133018!8m2!3d51.5455917!4d20.0101845!16s%2Fg%2F11qn50x24q!19sChIJ2zEpIFKFGUcRGDAT2quuCTM?authuser=0&hl=pl&rclk=1
Beauty Studio Paulina Marczak,601904114,Tomaszów Mazowiecki,,http://www.facebook.com/beautystudiotomaszow,,,10,5.0,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 5.0).",https://www.google.com/maps/place/Beauty+Studio+Paulina+Marczak/data=!4m7!3m6!1s0x47198598b0ff252b:0x7894c8db206e0025!8m2!3d51.5296516!4d20.0075274!16s%2Fg%2F11vql08093!19sChIJKyX_sJiFGUcRJQBuINvIlHg?authuser=0&hl=pl&rclk=1
Colibra ibeauty Aleksandra Ćwiertnia,515170549,Tomaszów Mazowiecki,,https://www.facebook.com/Colibra-Ibeauty-Aleksandra-%C4%86wiertnia-107008081325528,,,10,5.0,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (10 opinii 5.0).",https://www.google.com/maps/place/Colibra+ibeauty+Aleksandra+%C4%86wiertnia/data=!4m7!3m6!1s0x471985acb5d5eb01:0xc0bc0ff37c6ef4dc!8m2!3d51.5373444!4d20.0045252!16s%2Fg%2F11np4snryk!19sChIJAevVtayFGUcR3PRufPMPvMA?authuser=0&hl=pl&rclk=1
Salon Kosmetyczny Prestiż,888040944,Tomaszów Mazowiecki,,https://www.facebook.com/p/Salon-kosmetyczny-presti%C5%BC-100054519936940/,,,8,2.4,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (8 opinii 2.4).",https://www.google.com/maps/place/Salon+Kosmetyczny+Presti%C5%BC/data=!4m7!3m6!1s0x47199fb2a4215243:0x2964a7c4604c23e5!8m2!3d51.5294569!4d20.0194944!16s%2Fg%2F11h6g193tv!19sChIJQ1IhpLKfGUcR5SNMYMSnZCk?authuser=0&hl=pl&rclk=1
Chmielewska Beauty Studio,577220491,Tomaszów Mazowiecki,,,,https://beatachmielewskamakeup.booksy.com/a,6,5.0,3,nowy,"Brak własnej strony, ma Booksy, ale niewielka aktywność (6 opinii 5.0).",https://www.google.com/maps/place/Chmielewska+Beauty+Studio/data=!4m7!3m6!1s0x471985424f320e05:0x30d7cfe0845c6153!8m2!3d51.5381372!4d20.0102594!16s%2Fg%2F11w_t1p4zx!19sChIJBQ4yT0KFGUcRU2FchODP1zA?authuser=0&hl=pl&rclk=1
Estelle,789420205,Tomaszów Mazowiecki,,,,http://estelle49.booksy.com/,5,5.0,3,nowy,"Brak własnej strony, ma Booksy, ale niewielka aktywność (5 opinii 5.0).",https://www.google.com/maps/place/Estelle/data=!4m7!3m6!1s0x4719854e11c63f05:0x999e4a2ec824c40a!8m2!3d51.5248219!4d20.0071352!16s%2Fg%2F11w4rldbvd!19sChIJBT_GEU6FGUcRCsQkyC5Knpk?authuser=0&hl=pl&rclk=1
Glam Beauty Nails & Lashes,512856789,Tomaszów Mazowiecki,,,,http://glambeautytomaszow.booksy.com/a/,4,4.0,3,nowy,"Brak własnej strony, ma Booksy, ale niewielka aktywność (4 opinii 4.0).",https://www.google.com/maps/place/Glam+Beauty+Nails+%26+Lashes/data=!4m7!3m6!1s0x471985000cc1d76f:0x85209d9ab5fd8881!8m2!3d51.5303508!4d20.005609!16s%2Fg%2F11mrc246vz!19sChIJb9fBDACFGUcRgYj9tZqdIIU?authuser=0&hl=pl&rclk=1
Beauty Manifest Tomaszów Mazowiecki,883941902,Tomaszów Mazowiecki,,https://www.facebook.com/beautymanifest/,,,3,5.0,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (3 opinii 5.0).",https://www.google.com/maps/place/Beauty+Manifest+Tomasz%C3%B3w+Mazowiecki/data=!4m7!3m6!1s0x471985ecd059f0c5:0xe20ec62a95b0780a!8m2!3d51.5295856!4d20.0206517!16s%2Fg%2F11tsqfhgh7!19sChIJxfBZ0OyFGUcRCniwlSrGDuI?authuser=0&hl=pl&rclk=1
Queen Viktoria,736916115,Tomaszów Mazowiecki,,,https://instagram.com/queenviktoria_studio?igshid=YmMyMTA2M2Y=,,1,5.0,3,nowy,"Brak własnej strony, ma IG, ale niewielka aktywność (1 opinii 5.0).",https://www.google.com/maps/place/Queen+Viktoria/data=!4m7!3m6!1s0x4719859441da8e95:0x99c6837f8455ad89!8m2!3d51.5355437!4d20.0155339!16s%2Fg%2F11t1k129cq!19sChIJlY7aQZSFGUcRia1VhH-Dxpk?authuser=0&hl=pl&rclk=1
Klinika Kosmetologiczna NaturStyl - Sławomira Witkowska-Orzeszek,507726460,Tomaszów Mazowiecki,,https://www.facebook.com/klinikakosmetologicznanaturstyl/,,,,,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (mało opinii Google). UWAGA: domena naturstyl.pl z Google Maps nie działa (nie rozwiązuje się) - traktować jako brak realnej strony www.",https://www.google.com/maps/place/Klinika+Kosmetologiczna+NaturStyl+-+S%C5%82awomira+Witkowska-Orzeszek/data=!4m7!3m6!1s0x4719850182a94019:0xf20a363aa56b6e6!8m2!3d51.5363355!4d20.0134698!16s%2Fg%2F11g89d856z!19sChIJGUCpggGFGUcR5rZWqmOjIA8?authuser=0&hl=pl&rclk=1
ALL4BEAUTY Salon Kosmetyczny,730393949,Tomaszów Mazowiecki,,https://www.facebook.com/salonAll4beauty,,,,,3,nowy,"Brak własnej strony, ma FB, ale niewielka aktywność (mało opinii Google).",https://www.google.com/maps/place/ALL4BEAUTY+Salon+Kosmetyczny/data=!4m7!3m6!1s0x47199b52a57a9ebb:0xae5dcc0ccaa932e3!8m2!3d51.524205!4d20.0462507!16s%2Fg%2F11vzq0tvff!19sChIJu556pVKbGUcR4zKpygzMXa4?authuser=0&hl=pl&rclk=1
Kącik Urody Kosmetologia,794995941,Tomaszów Mazowiecki,,,,,88,5.0,2,nowy,"Uzupełniony profil Google (88 opinii 5.0), brak potwierdzonych FB/IG/Booksy. UWAGA: domena kacik-urody.com podana w Google Maps została przejęta i prowadzi teraz na stronę spamową (kasyno online) - traktować jako brak realnej strony www.",https://www.google.com/maps/place/K%C4%85cik+Urody+Kosmetologia/data=!4m7!3m6!1s0x47198574287e54d3:0xe2087a1c6ab4ab26!8m2!3d51.5247899!4d20.0152567!16s%2Fg%2F11v3dl1lw_!19sChIJ01R-KHSFGUcRJqu0ahx6COI?authuser=0&hl=pl&rclk=1
Gabinet Kosmetyczny „Piękno w Atmosferze”. Kursy Kosmetyczne. Szkolenia Kosmetyczne. Pedicure.,660772903,Tomaszów Mazowiecki,,,,,56,4.9,2,nowy,"Uzupełniony profil Google (56 opinii 4.9), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Gabinet+Kosmetyczny+%E2%80%9EPi%C4%99kno+w+Atmosferze%E2%80%9D.+Kursy+Kosmetyczne.+Szkolenia+Kosmetyczne.+Pedicure./data=!4m7!3m6!1s0x47198530ee287dfd:0x2eeda01a6f1baf13!8m2!3d51.5210111!4d20.0026475!16s%2Fg%2F11c0xncl1m!19sChIJ_X0o7jCFGUcRE68bbxqg7S4?authuser=0&hl=pl&rclk=1
Gabinet kosmetyczny Sisi,513802773,Tomaszów Mazowiecki,,,,,19,4.8,2,nowy,"Uzupełniony profil Google (19 opinii 4.8), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Gabinet+kosmetyczny+Sisi/data=!4m7!3m6!1s0x47199b9af0e271a1:0xaea573d1ca5db6f9!8m2!3d51.5270652!4d20.0222912!16s%2Fg%2F11jn6fx61d!19sChIJoXHi8JqbGUcR-bZdytFzpa4?authuser=0&hl=pl&rclk=1
Salon Fryzjersko Kosmetyczno Podologiczny Paulina Bugalska,602586970,Tomaszów Mazowiecki,,,,,14,4.6,2,nowy,"Uzupełniony profil Google (14 opinii 4.6), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Salon+Fryzjersko+Kosmetyczno+Podologiczny+Paulina+Bugalska/data=!4m7!3m6!1s0x471984d92620fc51:0xbc5a0939dff8e65d!8m2!3d51.5406191!4d20.0060653!16s%2Fg%2F1vnrjrzj!19sChIJUfwgJtmEGUcRXeb43zkJWrw?authuser=0&hl=pl&rclk=1
Marilyn. Studio zdrowia i urody,693460797,Tomaszów Mazowiecki,,,,,10,4.6,2,nowy,"Uzupełniony profil Google (10 opinii 4.6), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Marilyn.+Studio+zdrowia+i+urody/data=!4m7!3m6!1s0x47199b2c9e35eea1:0x5755e227ee0edbb7!8m2!3d51.5391756!4d20.0332134!16s%2Fg%2F1hc6vq8hv!19sChIJoe41niybGUcRt9sO7ifiVVc?authuser=0&hl=pl&rclk=1
Salon kosmetyczny u Agi. Manicure. Pedicure. Mikrodermabrazja.,790626238,Tomaszów Mazowiecki,,,,,10,4.6,2,nowy,"Uzupełniony profil Google (10 opinii 4.6), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Salon+kosmetyczny+u+Agi.+Manicure.+Pedicure.+Mikrodermabrazja./data=!4m7!3m6!1s0x4719854da8e48137:0xabe1ea0b88a1ea82!8m2!3d51.5309921!4d20.0006651!16s%2Fg%2F11s3b2sjfl!19sChIJN4HkqE2FGUcRguqhiAvq4as?authuser=0&hl=pl&rclk=1
Afrodyta - Centrum Zdrowia i Urody,603712149,Tomaszów Mazowiecki,,,,,5,4.4,2,nowy,"Uzupełniony profil Google (5 opinii 4.4), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Afrodyta+-+Centrum+Zdrowia+i+Urody/data=!4m7!3m6!1s0x47199ad2c7ed7e6d:0x9c17fd1966c42eed!8m2!3d51.5313893!4d20.0093502!16s%2Fg%2F1jglznnz7!19sChIJbX7tx9KaGUcR7S7EZhn9F5w?authuser=0&hl=pl&rclk=1
"Gabinet Kosmetyczny ""KASIA"" Katarzyna Rożej",503103836,Tomaszów Mazowiecki,,,,,4,5.0,2,nowy,"Uzupełniony profil Google (4 opinii 5.0), brak potwierdzonych FB/IG/Booksy.",https://www.google.com/maps/place/Gabinet+Kosmetyczny+%22KASIA%22+Katarzyna+Ro%C5%BCej/data=!4m7!3m6!1s0x4719851e80549b23:0xa81163f7c6f0225e!8m2!3d51.5380838!4d19.9870608!16s%2Fg%2F1tcx088p!19sChIJI5tUgB6FGUcRXiLwxvdjEag?authuser=0&hl=pl&rclk=1
Opalanie Natryskowe Katarzyna Łysakowska,517299170,Tomaszów Mazowiecki,,,,,3,5.0,1,nowy,"Bardzo słaba obecność online: brak www i social media, 3 opinii Google.",https://www.google.com/maps/place/Opalanie+Natryskowe+Katarzyna+%C5%81ysakowska/data=!4m7!3m6!1s0x471985a88edb1535:0xd5c6bb939df4d8bc!8m2!3d51.5296879!4d20.0106357!16s%2Fg%2F11tp93tpms!19sChIJNRXbjqiFGUcRvNj0nZO7xtU?authuser=0&hl=pl&rclk=1
Gabinet Urody Elizabeth Elżbieta Mucha,509610267,Tomaszów Mazowiecki,,,,,3,5.0,1,nowy,"Bardzo słaba obecność online: brak www i social media, 3 opinii Google.",https://www.google.com/maps/place/Gabinet+Urody+Elizabeth+El%C5%BCbieta+Mucha/data=!4m7!3m6!1s0x47198521f014dfe7:0x3c5c2268d1177ac8!8m2!3d51.5290897!4d20.0105828!16s%2Fg%2F11yvrwvhns!19sChIJ598U8CGFGUcRyHoX0WgiXDw?authuser=0&hl=pl&rclk=1
OF Beauty Studio,574139514,Tomaszów Mazowiecki,,,,,1,5.0,1,nowy,"Bardzo słaba obecność online: brak www i social media, 1 opinii Google.",https://www.google.com/maps/place/OF+Beauty+Studio/data=!4m7!3m6!1s0x471985002bbcc59d:0xcf4aaab71986afcf!8m2!3d51.5280026!4d20.0125961!16s%2Fg%2F11nbwwztcj!19sChIJncW8KwCFGUcRz6-GGbeqSs8?authuser=0&hl=pl&rclk=1
