nazwa,telefon,miasto,www,facebook,instagram,booksy,liczba_opinii,ocena,jakosc,status,notatki,maps_url
Prestiż. Salon Kosmetyczny. Makara A.,692426887,Bełchatów,http://www.salonprestiz.pl/,https://www.facebook.com/prestiz.salon,https://www.instagram.com/salon_prestiz104a,,8,4.4,5,nowy,"ma wlasna strone www + FB/IG, 8 opinii 4.4",https://www.google.com/maps/place/Presti%C5%BC.+Salon+Kosmetyczny.+Makara+A./data=!4m7!3m6!1s0x471a175abd7b3e83:0xf7de164ce2619df6!8m2!3d51.3671063!4d19.362747!16s%2Fg%2F1hc2fwrck!19sChIJgz57vVoXGkcR9p1h4kwW3vc?authuser=0&hl=pl&rclk=1
Juliett Beauty Room,732701331,Bełchatów,,,https://www.instagram.com/juliett_beautyroom?igsh=Z3U0bjVlemFiZm00,,15,5.0,4,nowy,"brak www, aktywny Instagram, 15 opinii 5.0",https://www.google.com/maps/place/Juliett+Beauty+Room/data=!4m7!3m6!1s0x471a199d74e1eb69:0x705011361272a707!8m2!3d51.36788!4d19.3769122!16s%2Fg%2F11x8ptvgx1!19sChIJaevhdJ0ZGkcRB6dyEjYRUHA?authuser=0&hl=pl&rclk=1
Studio Urody Marta Góralska,502504128,Bełchatów,,https://www.facebook.com/p/Studio-Urody-Marta-G%C3%B3ralska-100063791583753/,,,2,5.0,3,nowy,"brak www, ma FB (760 polubien) ale tylko 2 opinie Google",https://www.google.com/maps/place/Studio+Urody+Marta+G%C3%B3ralska/data=!4m7!3m6!1s0x471a194adefc11ab:0x181a8892df419f2b!8m2!3d51.3481836!4d19.3680611!16s%2Fg%2F11j1hlnzc4!19sChIJqxH83koZGkcRK59B35KIGhg?authuser=0&hl=pl&rclk=1
Gabinet Urody SZAFIR,501309306,Bełchatów,http://www.szafir-uroda.pl/,,,,21,4.4,5,nowy,"ma wlasna strone www, 21 opinii 4.4",https://www.google.com/maps/place/Gabinet+Urody+SZAFIR/data=!4m7!3m6!1s0x471a19df784fdd27:0x21b39d189152fe3c!8m2!3d51.367361!4d19.369541!16s%2Fg%2F1vb9bt64!19sChIJJ91PeN8ZGkcRPP5SkRidsyE?authuser=0&hl=pl&rclk=1
BOSCO BEAUTY Katarzyna Kępa,690970088,Bełchatów,http://bosco-beauty.pl/,https://www.facebook.com/jagodowemalowanki,https://www.instagram.com/bosco.beauty_kk/,https://booksy.com/pl-pl/244860_bosco-beauty_spa-i-wellness_25231_belchatow,10,4.6,5,nowy,"ma wlasna strone www + FB/IG/Booksy, 10 opinii 4.6",https://www.google.com/maps/place/BOSCO+BEAUTY+Katarzyna+K%C4%99pa/data=!4m7!3m6!1s0x471a1958152b84a5:0xf3862954b741393!8m2!3d51.3521798!4d19.3768401!16s%2Fg%2F11ldhkfq2p!19sChIJpYQrFVgZGkcRkxN0S5ViOA8?authuser=0&hl=pl&rclk=1
Studio Urody Sacrum Magdalena Puźniak,506906600,Bełchatów,https://www.studiourodysacrum.pl/,,,,5,5.0,5,nowy,"ma wlasna strone www, 5 opinii 5.0",https://www.google.com/maps/place/Studio+Urody+Sacrum+Magdalena+Pu%C5%BAniak/data=!4m7!3m6!1s0x471a19166a9de841:0xce9ee4f0f4839fb6!8m2!3d51.3615845!4d19.3653332!16s%2Fg%2F11pb9lqh91!19sChIJQeidahYZGkcRtp-D9PDkns4?authuser=0&hl=pl&rclk=1
Harmonia gabinet podologiczno – kosmetyczny,605611680,Bełchatów,http://www.harmonia-belchatow.pl/,https://www.facebook.com/HarmoniaBelchatow,https://www.instagram.com/harmonia_podolog_belchatow,,41,5.0,5,nowy,"ma wlasna strone www + FB/IG, 41 opinii 5.0",https://www.google.com/maps/place/Harmonia+gabinet+podologiczno+%E2%80%93+kosmetyczny/data=!4m7!3m6!1s0x471a19dbbd6c0001:0x26314c7f5f9e27fb!8m2!3d51.3640251!4d19.3749543!16s%2Fg%2F11h48wfzqy!19sChIJAQBsvdsZGkcR-yeeX39MMSY?authuser=0&hl=pl&rclk=1
Studio Paznokci Infinity,796555655,Bełchatów,,https://www.facebook.com/malgorzatajozkiewicz/,,,7,4.6,3,nowy,"brak www, ma FB, niska aktywnosc (7 opinii 4.6)",https://www.google.com/maps/place/Studio+Paznokci+Infinity/data=!4m7!3m6!1s0x471a178aae47aff3:0x65895a9cc21fe831!8m2!3d51.3653673!4d19.3607459!16s%2Fg%2F11frpt80l5!19sChIJ869HrooXGkcRMegfwpxaiWU?authuser=0&hl=pl&rclk=1
Sandersonia,793220024,Bełchatów,http://sandersonia.pl/,https://www.facebook.com/sandersonia.belchatow,https://www.instagram.com/sandersoniasalon/,,34,5.0,5,nowy,"ma wlasna strone www + FB/IG, 34 opinie 5.0",https://www.google.com/maps/place/Sandersonia/data=!4m7!3m6!1s0x471a19079694a84d:0xa298cc99ba38416b!8m2!3d51.3564964!4d19.3871246!16s%2Fg%2F11vrr8wdsp!19sChIJTaiUlgcZGkcRa0E4upnMmKI?authuser=0&hl=pl&rclk=1
Aleja Urody Ewa Głowacka Bełchatów,666022122,Bełchatów,,,,,3,5.0,2,nowy,"brak www i brak potwierdzonych social mediow, tylko 3 opinie Google",https://www.google.com/maps/place/Aleja+Urody+Ewa+G%C5%82owacka+Be%C5%82chat%C3%B3w/data=!4m7!3m6!1s0x471a19915b67e8d9:0x73c9167f6db3ac06!8m2!3d51.3530917!4d19.3709!16s%2Fg%2F11x861j53z!19sChIJ2ehnW5EZGkcRBqyzbX8WyXM?authuser=0&hl=pl&rclk=1
Fajne Pazury Joanna Ocińska,733511929,Bełchatów,,,,http://fajnepazury.booksy.com/a/,3,5.0,4,nowy,"brak www, rezerwacje przez Booksy, 3 opinie 5.0",https://www.google.com/maps/place/Fajne+Pazury+Joanna+Oci%C5%84ska/data=!4m7!3m6!1s0x471a17000b17bc9d:0xdb13d8520e272430!8m2!3d51.3654201!4d19.3603932!16s%2Fg%2F11zfl4y3jk!19sChIJnbwXCwAXGkcRMCQnDlLYE9s?authuser=0&hl=pl&rclk=1
ODNOVA,607918116,Bełchatów,,https://www.facebook.com/profile.php?id=100057550445663,,,54,4.8,4,nowy,"brak www, aktywny FB, az 54 opinie 4.8 - bardzo dobry lead",https://www.google.com/maps/place/ODNOVA/data=!4m7!3m6!1s0x471a19e49618d791:0xcd60e6d6fb0e2770!8m2!3d51.3666171!4d19.3638463!16s%2Fg%2F11gcmq5wbp!19sChIJkdcYluQZGkcRcCcO-9bmYM0?authuser=0&hl=pl&rclk=1
KONTUROVNIA,503687944,Bełchatów,http://www.konturovnia.eu/,,,,25,5.0,5,nowy,"ma wlasna strone www, 25 opinii 5.0",https://www.google.com/maps/place/KONTUROVNIA/data=!4m7!3m6!1s0x471a17927e96e7c5:0x6c4961c250b9f56e!8m2!3d51.3632445!4d19.3635431!16s%2Fg%2F11j420rfnl!19sChIJxeeWfpIXGkcRbvW5UMJhSWw?authuser=0&hl=pl&rclk=1
Gabinet Kosmetyczny C.D. Beauty Time,509861490,Bełchatów,,https://m.facebook.com/p/CD-Beauty-Time-Be%C5%82chat%C3%B3w-100063691593464/,,,2,3.0,3,nowy,"brak www, ma FB, niska aktywnosc (2 opinie 3.0)",https://www.google.com/maps/place/Gabinet+Kosmetyczny+C.D.+Beauty+Time/data=!4m7!3m6!1s0x471a1904538c9f6d:0xbb78e8784a559977!8m2!3d51.3496252!4d19.3650665!16s%2Fg%2F11q1jny6n8!19sChIJbZ-MUwQZGkcRd5lVSnjoeLs?authuser=0&hl=pl&rclk=1
Bodyspa,887343338,Bełchatów,http://www.bodyspa-belchatow.pl/,,,,78,4.9,5,nowy,"ma wlasna strone www, 78 opinii 4.9",https://www.google.com/maps/place/Bodyspa/data=!4m7!3m6!1s0x471a19ebdf15a6bb:0x42026c5d3a1e393b!8m2!3d51.3576031!4d19.3872581!16s%2Fg%2F1z44bmbm7!19sChIJu6YV3-sZGkcROzkeOl1sAkI?authuser=0&hl=pl&rclk=1
"Mari Studio Marieta Kieraś- Piercing, Laminacja Brwi i Rzęs Bełchatów",798541866,Bełchatów,,,,https://booksy.com/pl-pl/217295_mari-beauty-marieta-kieras_salon-kosmetyczny_25231_belchatow,7,5.0,4,nowy,"brak www, rezerwacje przez Booksy, 7 opinii 5.0","https://www.google.com/maps/place/Mari+Studio+Marieta+Kiera%C5%9B-+Piercing,+Laminacja+Brwi+i+Rz%C4%99s+Be%C5%82chat%C3%B3w/data=!4m7!3m6!1s0x471a194bc5337619:0xf986ffd7dfebdf5d!8m2!3d51.3685571!4d19.3759805!16s%2Fg%2F11trfqgnfk!19sChIJGXYzxUsZGkcRXd_r39f_hvk?authuser=0&hl=pl&rclk=1"
LIN-a-LIN Karolina Lewińska,794109563,Bełchatów,,https://www.facebook.com/profile.php?id=100089138436929,,,44,5.0,4,nowy,"brak www, aktywny FB, 44 opinie 5.0",https://www.google.com/maps/place/LIN-a-LIN+Karolina+Lewi%C5%84ska/data=!4m7!3m6!1s0x62b15a65293f942b:0xea5ce9a8cb153fb7!8m2!3d51.3673012!4d19.3716902!16s%2Fg%2F11kptfs32h!19sChIJK5Q_KWVasWIRtz8Vy6jpXOo?authuser=0&hl=pl&rclk=1
Gabinet kosmetyczny - Anna Piotrowska,505508951,Bełchatów,,https://www.facebook.com/profile.php?id=100054338149488,,,5,4.2,3,nowy,"brak www, ma FB, niska aktywnosc (5 opinii 4.2)",https://www.google.com/maps/place/Gabinet+kosmetyczny+-+Anna+Piotrowska/data=!4m7!3m6!1s0x471a19e178080693:0x4b55056652bd71dd!8m2!3d51.3616845!4d19.3767651!16s%2Fg%2F1tcwpwz4!19sChIJkwYIeOEZGkcR3XG9UmYFVUs?authuser=0&hl=pl&rclk=1
ZŁOTE LUSTRO Agnieszka Jańczyk,784107446,Bełchatów,https://zlotelustro.pl/,https://www.facebook.com/ZloteLustroKosmetyka,https://www.instagram.com/zlotelustrokosmetyka,https://booksy.com/pl-pl/273839_zlote-lustro-agnieszka-janczyk_salon-kosmetyczny_25231_belchatow,8,5.0,5,nowy,"ma wlasna strone www + FB/IG/Booksy, 8 opinii 5.0",https://www.google.com/maps/place/Z%C5%81OTE+LUSTRO+Agnieszka+Ja%C5%84czyk/data=!4m7!3m6!1s0x471a197952f5afc3:0xd410f6273e0030d5!8m2!3d51.3581963!4d19.3676845!16s%2Fg%2F11lyn67zyf!19sChIJw6_1UnkZGkcR1TAAPif2ENQ?authuser=0&hl=pl&rclk=1
Salon Kosmetyczny Inspiracja,697845013,Bełchatów,,https://www.facebook.com/inspiracja.anna/,,,,,3,nowy,"brak wlasnej www (link to katalog godzin otwarcia), ma FB, telefon uzupelniony z zewnetrznego zrodla",https://www.google.com/maps/place/Salon+Kosmetyczny+Inspiracja/data=!4m7!3m6!1s0x471a1760b07653ff:0x9263f8bbc180e69c!8m2!3d51.3667749!4d19.361135!16s%2Fg%2F11hzwc194c!19sChIJ_1N2sGAXGkcRnOaAwbv4Y5I?authuser=0&hl=pl&rclk=1
TANZANITO Klinika Piekna,507288816,Bełchatów,,https://www.facebook.com/KlinikaPieknaTANZANITO/,,,6,5.0,3,nowy,"brak www, ma FB, niska aktywnosc (6 opinii 5.0), telefon uzupelniony z zewnetrznego zrodla",https://www.google.com/maps/place/TANZANITO+Klinika+Piekna/data=!4m7!3m6!1s0x471a190e90c300b3:0x9b0fb6bb217c8f1c!8m2!3d51.3560887!4d19.3872099!16s%2Fg%2F11h4d6fqdh!19sChIJswDDkA4ZGkcRHI98Ibu2D5s?authuser=0&hl=pl&rclk=1
Salon Urody BeLady Magdalena Wąsik,780715163,Bełchatów,,https://www.facebook.com/salonurodybeladymw,,,1,5.0,3,nowy,"brak www, ma FB, bardzo mało opinii (1, 5.0)",https://www.google.com/maps/place/Salon+Urody+BeLady+Magdalena+W%C4%85sik/data=!4m7!3m6!1s0x471a17293f7ec08d:0x699e05092e84b1f1!8m2!3d51.3608726!4d19.3609729!16s%2Fg%2F11l_1l3qbs!19sChIJjcB-PykXGkcR8bGELgkFnmk?authuser=0&hl=pl&rclk=1
Holistic Laser Magdalena Zielińska,690417376,Bełchatów,https://holisticlaser.pl/,https://www.facebook.com/profile.php?id=100077681546900,,,14,5.0,5,nowy,"ma wlasna strone www + FB, 14 opinii 5.0",https://www.google.com/maps/place/Holistic+Laser+Magdalena+Zieli%C5%84ska/data=!4m7!3m6!1s0x471a3ddea7c9a9bb:0x86e42f70a349f99!8m2!3d51.3671637!4d19.3657195!16s%2Fg%2F11vc6znt21!19sChIJu6nJp949GkcRmZ80CvdCbgg?authuser=0&hl=pl&rclk=1
