nazwa,telefon,miasto,www,facebook,instagram,booksy,liczba_opinii,ocena,jakosc,status,notatki,maps_url
Skin Care Clinic Julia Wojtecka,793027642,Radomsko,https://skincareclinic.com.pl/,https://www.facebook.com/SkinCareClinicJuliaWojtecka,https://www.instagram.com/skincareclinic_juliawojtecka/,https://booksy.com/pl-pl/238854_skin-care-clinic-julia-wojtecka_salon-kosmetyczny_25252_radomsko,51,5.0,5,nowy,"ma własną stronę www + FB/IG/Booksy, 51 opinii 5.0 — bardzo mocna obecność online",https://www.google.com/maps/place/Skin+Care+Clinic+Julia+Wojtecka/data=!4m7!3m6!1s0x47175594b40c6717:0x89559904ace18a54!8m2!3d51.069231!4d19.437216!16s%2Fg%2F11tn6hnlxb!19sChIJF2cMtJRVF0cRVIrhrASZVYk?authuser=0&hl=pl&rclk=1
Salon kosmetyczny Urodiva,513726767,Radomsko,,,,,14,5.0,2,nowy,"uzupełniony profil Google (14 opinii, 5.0), ale nazwy nie udało się jednoznacznie potwierdzić w social media",https://www.google.com/maps/place/Salon+kosmetyczny+Urodiva/data=!4m7!3m6!1s0x471755d2392ed5fb:0x5e21c29eff4cac98!8m2!3d51.063358!4d19.445004!16s%2Fg%2F11x6fgn1vb!19sChIJ-9UuOdJVF0cRmKxM_57CIV4?authuser=0&hl=pl&rclk=1
Hello Beauty Studio Urody,793390041,Radomsko,,https://www.facebook.com/people/Hello-Beauty-Studio-Urody/100076529310685/,,,13,4.8,4,nowy,"brak www, potwierdzony FB (Radomsko), 13 opinii 4.8",https://www.google.com/maps/place/Hello+Beauty+Studio+Urody/data=!4m7!3m6!1s0x471755ed25cc6477:0xa0afe8a5be115cbc!8m2!3d51.0674932!4d19.4504929!16s%2Fg%2F11pdgl31wv!19sChIJd2TMJe1VF0cRvFwRvqXor6A?authuser=0&hl=pl&rclk=1
Aniri Salon&Solarium,507142585,Radomsko,,,https://www.instagram.com/aniri.salon.solarium/,,22,4.8,4,nowy,"brak www, aktywny Instagram + FB, 22 opinie 4.8",https://www.google.com/maps/place/Aniri+Salon%26Solarium/data=!4m7!3m6!1s0x4719ff7a921c9eb7:0x49c73fb9c6a4291f!8m2!3d51.073626!4d19.4351341!16s%2Fg%2F11yqwt4ks4!19sChIJt54cknr_GUcRHymkxrk_x0k?authuser=0&hl=pl&rclk=1
Zaczarowane Pędzle,516188251,Radomsko,http://zaczarowanepedzle.pl/,https://www.facebook.com/ZaczarowanePedzle,https://www.instagram.com/zaczarowanepedzle_pmu,,75,4.9,5,nowy,"ma własną stronę www + FB/IG, 75 opinii 4.9 — mocna obecność online",https://www.google.com/maps/place/Zaczarowane+P%C4%99dzle/data=!4m7!3m6!1s0x4710aab43b1bffff:0x5e750e76efcead8e!8m2!3d51.0618743!4d19.4277939!16s%2Fg%2F11h2l5hz7d!19sChIJ__8bO7SqEEcRjq3O73YOdV4?authuser=0&hl=pl&rclk=1
Bellami Edyta Kolba,731751707,Radomsko,https://bellamibody.pl/,https://www.facebook.com/bellamiedytakolba,https://www.instagram.com/bellami_radomsko/,https://booksy.com/pl-pl/142290_bellami_fryzjer_25252_radomsko,17,4.5,5,nowy,"ma własną stronę www + FB/IG/Booksy, 17 opinii 4.5",https://www.google.com/maps/place/Bellami+Edyta+Kolba/data=!4m7!3m6!1s0x4719ffeebb483c27:0xda7f99886336283e!8m2!3d51.0833858!4d19.4513289!16s%2Fg%2F11fkmzc4kc!19sChIJJzxIu-7_GUcRPig2Y4iZf9o?authuser=0&hl=pl&rclk=1
Salon Kosmetyczny Jagoda Zielińska,508302007,Radomsko,,https://www.facebook.com/SalonKosmetycznyJagoda/,https://www.instagram.com/salon_kosmetyczny_jagoda/,,6,5.0,4,nowy,"brak www, FB + Instagram, 6 opinii 5.0",https://www.google.com/maps/place/Salon+Kosmetyczny+Jagoda+Zieli%C5%84ska/data=!4m7!3m6!1s0x4719ff8bf039ad59:0x4fc3ad7b57f016d9!8m2!3d51.0706478!4d19.4385844!16s%2Fg%2F11vpz2xrkt!19sChIJWa058Iv_GUcR2RbwV3utw08?authuser=0&hl=pl&rclk=1
Gabinet Kosmetyczny oraz Studio Wizażu i Charakteryzacji Estetica,601812827,Radomsko,http://gabinetkosmetyczny-estetica.type.pl/,https://www.facebook.com/GabientKosmetyczny/,https://www.instagram.com/gabinet_kosmetyczny_estetica/,,15,5.0,5,nowy,"ma własną stronę www (przestarzała, cert wygasł) + FB/IG, 15 opinii 5.0",https://www.google.com/maps/place/Gabinet+Kosmetyczny+oraz+Studio+Wiza%C5%BCu+i+Charakteryzacji+Estetica/data=!4m7!3m6!1s0x4717555f343e6a77:0x241b4ada12241213!8m2!3d51.0675244!4d19.4422524!16s%2Fg%2F1ptxgxvrh!19sChIJd2o-NF9VF0cRExIkEtpKGyQ?authuser=0&hl=pl&rclk=1
"Aura Care - koreańska laminacja, stylizacja paznokci",530048712,Radomsko,,,,https://booksy.com/pl-pl/338644_aura-care_salon-kosmetyczny_25252_radomsko,6,5.0,2,nowy,"uzupełniony profil Google (6 opinii, 5.0) + Booksy, ale brak potwierdzonego FB/IG","https://www.google.com/maps/place/Aura+Care+-+korea%C5%84ska+laminacja,+stylizacja+paznokci/data=!4m7!3m6!1s0x471755da6b100aeb:0x125dd461a8dafef0!8m2!3d51.0699688!4d19.4378872!16s%2Fg%2F11z3mrql9g!19sChIJ6woQa9pVF0cR8P7aqGHUXRI?authuser=0&hl=pl&rclk=1"
PEDI-LUX AGNIESZKA LISOWSKA GABINET PODOLOGICZNO - KOSMETYCZNY,507436866,Radomsko,,https://www.facebook.com/p/Pedi-Lux-Gabinet-Podologiczno-Kosmetyczny-61586329238409/,,,3,5.0,3,nowy,"brak www, potwierdzony FB, ale tylko 3 opinie w Google — mniejszy profil",https://www.google.com/maps/place/PEDI-LUX+AGNIESZKA+LISOWSKA+GABINET+PODOLOGICZNO+-+KOSMETYCZNY/data=!4m7!3m6!1s0x471755a28d64456f:0x14f8fae2090bbc5!8m2!3d51.0548865!4d19.4409278!16s%2Fg%2F11yx5vbdxl!19sChIJb0VkjaJVF0cRxbuQIK6PTwE?authuser=0&hl=pl&rclk=1
Weronika Krakowiak Face&Body Makeup,519820604,Radomsko,,,,,11,5.0,2,nowy,"uzupełniony profil Google (11 opinii, 5.0), obecność głównie na Fresha/Google Business, brak potwierdzonego FB/IG dedykowanego firmie",https://www.google.com/maps/place/Weronika+Krakowiak+Face%26Body+Makeup/data=!4m7!3m6!1s0x471a013cc5922127:0xcd3766bad47e2dc5!8m2!3d51.0781749!4d19.4208949!16s%2Fg%2F11qycqcwkr!19sChIJJyGSxTwBGkcRxS1-1LpmN80?authuser=0&hl=pl&rclk=1
Esther Beauty,792920250,Radomsko,,https://www.facebook.com/estherbeauty.rotkiewicz/,,,12,4.0,4,nowy,"brak www, aktywny FB (794 polubienia), 12 opinii 4.0",https://www.google.com/maps/place/Esther+Beauty/data=!4m7!3m6!1s0x4719ff8b4878da99:0x1785ec3b8ad1b98d!8m2!3d51.0713834!4d19.4367888!16s%2Fg%2F11k3p_0bbv!19sChIJmdp4SIv_GUcRjbnRijvshRc?authuser=0&hl=pl&rclk=1
Atelier Urody Metamorfoza,508828538,Radomsko,,https://www.facebook.com/AtelierUrodyMetamorfoza/,,,14,5.0,4,nowy,"domena atelier-metamorfoza.pl wygasła (zaparkowana), realnie brak www; aktywny FB (1312 polubień), 14 opinii 5.0",https://www.google.com/maps/place/Atelier+Urody+Metamorfoza/data=!4m7!3m6!1s0x4719ffec632028b9:0x669d178954c071d1!8m2!3d51.0873668!4d19.4549707!16s%2Fg%2F11g07xt2z0!19sChIJuSggY-z_GUcR0XHAVIkXnWY?authuser=0&hl=pl&rclk=1
MK Klinika Urody,694195140,Radomsko,https://mkklinikaurody.pl/,https://www.facebook.com/mkklinikaurody/,https://www.instagram.com/mklinikaurody/,,14,4.1,5,nowy,"domena www z Google Maps obecnie nie odpowiada (DNS error), ale FB/IG aktywne, 14 opinii 4.1",https://www.google.com/maps/place/MK+Klinika+Urody/data=!4m7!3m6!1s0x471755e9f5db0335:0xa3d70164812e7213!8m2!3d51.0668046!4d19.4539764!16s%2Fg%2F11p5m1842r!19sChIJNQPb9elVF0cRE3IugWQB16M?authuser=0&hl=pl&rclk=1
A&O Salon fryzjersko-kosmetyczny,577440320,Radomsko,,,https://www.instagram.com/aando_beautysalon/,https://booksy.com/pl-pl/227012_a-o-salon-fryzjersko-kosmetyczny_fryzjer_25252_radomsko,8,5.0,4,nowy,"brak www, Instagram + Booksy, 8 opinii 5.0",https://www.google.com/maps/place/A%26O+Salon+fryzjersko-kosmetyczny/data=!4m7!3m6!1s0x471755001f47c1ff:0x890384e1482faba0!8m2!3d51.07077!4d19.4384878!16s%2Fg%2F11vq9n199p!19sChIJ_8FHHwBVF0cRoKsvSOGEA4k?authuser=0&hl=pl&rclk=1
Chwila Oddechu,889142629,Radomsko,https://chwilaoddechu.pl/,https://www.facebook.com/Chwila.Oddechu.Radomsko,https://www.instagram.com/chwilaoddechu_radomsko/,https://48e32760.booksy.com,96,4.9,5,nowy,"ma własną stronę www + FB/IG/Booksy, 96 opinii 4.9 — najmocniejsza obecność w tej grupie",https://www.google.com/maps/place/Chwila+Oddechu/data=!4m7!3m6!1s0x4719ff6e9fa2def9:0xa3efc166ec515d87!8m2!3d51.0737609!4d19.438776!16s%2Fg%2F11q1cv2k62!19sChIJ-d6in27_GUcRh11R7GbB76M?authuser=0&hl=pl&rclk=1
Żaneta Koprowska Makijaż Permanentny,516890101,Radomsko,,https://www.facebook.com/zaneta.koprowska.pmu/,https://www.instagram.com/zanetakoprowska.pmu/,,48,5.0,4,nowy,"brak www, aktywny FB + Instagram (606 obserwujących), 48 opinii 5.0",https://www.google.com/maps/place/%C5%BBaneta+Koprowska+Makija%C5%BC+Permanentny/data=!4m7!3m6!1s0x4717559e5c05bf03:0x93c394d8e23b48ee!8m2!3d51.0691957!4d19.4372079!16s%2Fg%2F11vq90wlbv!19sChIJA78FXJ5VF0cR7kg74tiUw5M?authuser=0&hl=pl&rclk=1
Brevka Studio Brwi i Rzęs,785888865,Radomsko,,https://www.facebook.com/brevkastudio/,https://www.instagram.com/brevka_studio/,,79,4.9,4,nowy,"brak www, aktywny FB + Instagram, 79 opinii 4.9 — bardzo dobry lead",https://www.google.com/maps/place/Brevka+Studio+Brwi+i+Rz%C4%99s/data=!4m7!3m6!1s0x4717555ee43dd43d:0x45c537a4a9db3e9a!8m2!3d51.0663297!4d19.4428758!16s%2Fg%2F11f015p7w_!19sChIJPdQ95F5VF0cRmj7bqaQ3xUU?authuser=0&hl=pl&rclk=1
Ameline pielęgnacja i makijaż,602742554,Radomsko,https://www.ameline.pl/,https://www.facebook.com/profile.php?id=61582269310408,,,4,5.0,5,nowy,"ma własną stronę www + FB, 4 opinie 5.0 (mała próbka)",https://www.google.com/maps/place/Ameline+piel%C4%99gnacja+i+makija%C5%BC/data=!4m7!3m6!1s0x471a0134726cda6d:0xb8072f98d4bb8326!8m2!3d51.0738468!4d19.4185428!16s%2Fg%2F11mt918ng1!19sChIJbdpscjQBGkcRJoO71JgvB7g?authuser=0&hl=pl&rclk=1
Instytut Urody Bardot,690018118,Radomsko,https://www.bardot.com.pl/,https://pl-pl.facebook.com/Instytut.Urody.Bardot,,,14,4.5,5,nowy,"ma własną stronę www + FB, 14 opinii 4.5",https://www.google.com/maps/place/Instytut+Urody+Bardot/data=!4m7!3m6!1s0x4717556081abf475:0x9c3fc427e992f06d!8m2!3d51.0653964!4d19.4484347!16s%2Fg%2F11fkmz969w!19sChIJdfSrgWBVF0cRbfCS6SfEP5w?authuser=0&hl=pl&rclk=1
HOFFMAN STUDIO,503605642,Radomsko,,https://www.facebook.com/p/Hoffman-medycyna-estetyczna-100071938875094/,https://www.instagram.com/hoffman_lips/,,24,4.8,4,nowy,"brak www, aktywny FB + Instagram (5,5 tys. obserwujących), 24 opinie 4.8",https://www.google.com/maps/place/HOFFMAN+STUDIO/data=!4m7!3m6!1s0x47175555ea3e7ea9:0x6f65b0c7a75060be!8m2!3d51.090006!4d19.4564728!16s%2Fg%2F11xrkthv70!19sChIJqX4-6lVVF0cRvmBQp8ewZW8?authuser=0&hl=pl&rclk=1
Medycyna Estetyczna Natalia Chrząstek,793069317,Radomsko,,https://www.facebook.com/medycynaestetycznanc/,https://www.instagram.com/medycynaestetyczna_nc/,https://booksy.com/pl-pl/155429_medycyna-estetyczna-natalia-chrzastek_medycyna-estetyczna_25252_radomsko,16,5.0,4,nowy,"brak www, aktywny FB + Instagram (1,9 tys. obserwujących) + Booksy, 16 opinii 5.0 — bardzo dobry lead",https://www.google.com/maps/place/Medycyna+Estetyczna+Natalia+Chrz%C4%85stek/data=!4m7!3m6!1s0x4717555bcbdb1b1f:0x6fdd9288eccf729e!8m2!3d51.0684232!4d19.4404249!16s%2Fg%2F11rgw1cmhz!19sChIJHxvby1tVF0cRnnLP7IiS3W8?authuser=0&hl=pl&rclk=1
Młynek Ewa. Gabinet kosmetyczny,502583235,Radomsko,http://www.salonevita.pl/,http://www.facebook.com/Salon-Kosmetyczny-evita-435865173097076/,,,13,3.8,5,nowy,"ma własną stronę www (salonevita.pl) + FB, 13 opinii 3.8 — najniższa ocena w grupie",https://www.google.com/maps/place/M%C5%82ynek+Ewa.+Gabinet+kosmetyczny/data=!4m7!3m6!1s0x4717555e6c636ac5:0xd5b21220d25b0539!8m2!3d51.0667289!4d19.4456444!16s%2Fg%2F1ttp90_4!19sChIJxWpjbF5VF0cROQVb0iASstU?authuser=0&hl=pl&rclk=1
Gold Beauty Pracownia Piękna,693827778,Radomsko,,,,https://goldbeautypracowniapiekna.booksy.com/,7,4.3,2,nowy,"uzupełniony profil Google (7 opinii, 4.3), nie udało się jednoznacznie potwierdzić social media dla tego numeru telefonu",https://www.google.com/maps/place/Gold+Beauty+Pracownia+Pi%C4%99kna/data=!4m7!3m6!1s0x471755fb00f609cf:0x7f6096d2916f6bd5!8m2!3d51.0591523!4d19.4519186!16s%2Fg%2F11y2dng6qz!19sChIJzwn2APtVF0cR1WtvkdKWYH8?authuser=0&hl=pl&rclk=1
Glow Room Kamila Hofman,733618782,Radomsko,,,https://www.instagram.com/glowroom.kamilahofman/,,9,5.0,4,nowy,"brak www, aktywny Instagram (1,1 tys. obserwujących), 9 opinii 5.0",https://www.google.com/maps/place/Glow+Room+Kamila+Hofman/data=!4m7!3m6!1s0x4717551f6eb672d9:0xa0a61782fa83b3f2!8m2!3d51.0514784!4d19.4505309!16s%2Fg%2F11ww4s47g6!19sChIJ2XK2bh9VF0cR8rOD-oIXpqA?authuser=0&hl=pl&rclk=1
